DSLHUAG052,724361401-8,33 WZN 36513,MSAN,DSL197B,DSL,"DSL197B, NEW PANADEROS COR PAG-ASA, MANDALUYONG CITY"
DSLHUAG037,,,MSAN,DSL-217,DSL,"DSL-217, FRONTING MARCELO STEEL, POSADAS ST.COR POSADAS EXT., STA.ANA,  MANILA"
DSLHUAG053,725395801-4,33 LZN 47948,MSAN,DSL 163,DSL,"CABINET DSL 163, HAIG ST. COR. SHAW BLVD., BRGY. DAANG BAKAL, MANDALUYONG CITY"
GNTUTAG044,,,UTAG,No Label,GNT,"E RODRIGUEZ AVE LIBIS QC, NFF1, CS"
GNTHUAG004,,,MSAN,ORT-167,GNT,"ORT-167 FRT. NUVO CITY, E. RODRIGUEZ AVE., ORTIGAS, PASIG"
GNTHUAG003,,,MSAN,ORT-169,GNT,"ORT-169 CALLE INDUSTRIA COR. OBRERO, ORTIGAS, PASIG"
GNTHUAG002,,,MSAN,ORT-165,GNT,"ORT-165, CALYPSO AVE. COR., POSEIDON, ORTIGAS, PASIG"
MYGUTAG018,505432701-1,33 TZN 74546,UTAG,MYG-0027-A&B,MYG,"ALONG DRIOD ST KAUNLARAN QUEZON CITY, NFF1, CS"
MYGUTAG020,505182601-5,33 SUN 27664,UTAG,MYGUTAG020,MYG,"GILMORE ST COR 4TH ST MARIANA QUEZON, NFF1, CS"
MYGUTAG021,,,UTAG,MYGUTAG021,MYG,"ALONG BALETE DRIVE COR 3RD ST MARIANA, NFF1, CS"
MYGUTAG022,,,UTAG,MYGUTAG022,MYG,"ALONG HEMADY ST COR 6TH ST MARIANA Q.C. , NFF1, CS"
MYGUTAG023,,,UTAG,MYGUTAG023,MYG,"ALONG BALETE DRIVE  MARIANA, NFF1, CS"
MYGUTAG024,505228701-8,33 SUN 74861,UTAG,MYGUTAG024,MYG,"ALONG HEMADY ST MARIANA, NFF1, CS"
MYGUTAG025,,,UTAG,MYGUTAG025,MYG,"ALONG BALETE DRIVE COR 10TH ST MARIANA, NFF1, CS"
MYGUTAG026,,,UTAG,MYGUTAG026,MYG,"E GARCIA ST PINAGKAISAHAN, NFF1, CS"
MYGUTAG033,501170901-9,33 BZN 33742,UTAG,MYGUTAG033,MYG,"ROOSEVELT COR WASHNGTONST WEST GREENHILL, NFF1, CS"
MYGUTAG034,,,UTAG,MYGUTAG034,MYG,"ROOSEVELT COR XAVIER STS WEST GREENHILLS, NFF1, CS"
MYGUTAG035,,,UTAG,MYGUTAG035,MYG,"ROOSEVELT COR XAVIER STS WEST GREENHILLS, NFF1, CS"
MYGUTAG036,501166301-1,33 SPN 14020,UTAG,MYGUTAG036,MYG,"ROOSEVELT COR WILSON STS WEST GREENHILLS, NFF1, CS"
MYGUTAG037,,,UTAG,MYGUTAG037,MYG,"ROOSEVELT COR WILSON STS WEST GREENHILLS, NFF1, CS"
MYGUTAG039,501170101-3,33 GZN 73285,UTAG,MYGUTAG039,MYG,"WILSON ST COR WASHINGTON ST GREENHILLS, NFF1, CS"
MYGUTAG044,,,UTAG,MYGUTAG044,MYG,"RUSTIA ST COR E ROD ST IMMA CONCEPCION, NFF1, CS"
MYGUTAG045,,,UTAG,MYGUTAG045,MYG,"HILL CREST ST E. ROD IMMA CONCEPCION, NFF1, CS"
MYGUTAG046,505973401-1,34 DSN 81165,UTAG,MYGUTAG046,MYG,"SGT CATOLOS COR PINATUBO ST IMA CONCEP, NFF1, CS"
CBOUTAG004,,,UTAG,CBOUTAG004,MYG,"ANNAPOLIS STREET CUBAO, NFF1, CS"
CBOUTAG005,,,UTAG,CBOUTAG005,MYG,"LAKANDULA STREET CUBAO, NFF1, CS"
CBOUTAG063,,,UTAG,CBOUTAG063,MYG,"TINDALO ST. PROJ 3 QC, NFF1, CS"
CBOUTAG066,,,UTAG,CBOUTAG066,MYG,"AGUHO COR. ALMON BGY CLARO PROJ 3, NFF1, CS"
MYGHUAG011,505972501-9,33 SWN 03865,MSAN,MYG-030,MYG,"MYG-030, A-MONTE DE PIEDAD COR. F. MANALO"
MYGHUAG033,,,MSAN,MYG-140B,MYG,"MYG-140B, F. ROMAN ST.COR R. LAGMAN ST. SAN JUAN CITY"
MYGHUAG019,,,MSAN,MYG011-2,MYG,"MYG011-2, N. DOMINGO ST. COR. P. TAVERA, SAN JUAN CITY"
MYGHUAG018,504943501-9,33 STN 94732,MSAN,MYG-013-2,MYG,"MYG-013-2, OUTSIDE SAN JUAN MUNICIPAL HALL"
MYGHUAG013,505231701-3,33 MZN 66241,MSAN,MYG158,MYG,"MYG158, HEMADY ST. ALONG WOOD SIDE HOMES GATE"
MYGHUAG023,,,MSAN,MYG-020,MYG,"MYG-020, AURORA BLVD. FRT # 171, SAN JUAN CITY"
MYGHUAG028,505872801-3,33 MZN 08653,MSAN,MYG-036-2,MYG,"MYG-036-2, CHICAGO ST. COR. A EGEA ST.,QUEZON CITY"
MYGHUAG021,,,MSAN,MYG,MYG,"N. DOMINGO COR. SAN PERFECTO, SAN JUAN CITY"
MYGHUAG046,,,MSAN,MYG,MYG,"N. DOMINGO COR. SAN PERFECTO ST., SAN JUAN CITY"
MYGHUAG027,,,MSAN,MYG032-A,MYG,"MYG032-A, NEW YORK ST. COR. DENVER ST. , QUEZON CITY"
MYGHUAG048,,,MSAN,MYG032-B,MYG,"MYG032-B, NEW YORK ST. COR. DENVER ST., QUEZON CITY"
MYGHUAG050,,,MSAN,MYG-139,MYG,"MYG-139, J. BASA ST., SAN JUAN CITY"
MYGHUAG045,,,MSAN,MYG-016B,MYG,"MYG-016B, N.DOMINGO ST. CORNER ARANETA BRIDGE, SAN JUAN CITY"
MYGHUAG017,,,MSAN,MYG031-B,MYG,"MYG031-B-NEW YORK ST., COR.SGT. CATALOS QUEZON CITY"
MYGHUAG043,,,MSAN,MYG-015B,MYG,"MYG-015B, ALONG SAN MANUEL ST. NEAR COR. N. DOMINGO ST., BRGY. RIVERA, SAN JUAN CITY"
MYGHUAG040,505417901-8,33 MZN 42750,MSAN,MYG-025B,MYG,"MYG-025B, ALONG AURORA BLVD. NEAR MANGGA RD, BRGY. KAUNLARAN,  QUEZON CITY"
MYGHUAG037,499910101-4,33 UZN 11174,MSAN,MYG023-B,MYG,"MYG023-B, ALONG F. ROMAN NEAR CORNER AURORA  BLVD., BRGY. SALAPAN, SAN JUAN CITY"
MYGHUAG032,,,MSAN,107-A,MYG,"107-A_EISENHOWER ST. COR. STRIP TOWER GREENHILLS, SAN JUAN CITY"
MYGHUAG049,,,MSAN,107-B,MYG,"107-B_EISENHOWER ST. COR. STRIP TOWER GREENHILLS, SAN JUAN CITY"
MYGHUAG036,,,MSAN,MYG-202,MYG,"MYG-202_WESTWOOD BUILDING GREENHILLS, SAN JUAN CITY"
MYGHUAG010,505390501-2,103BA270348,MSAN,MYG150-A,MYG,MYG150-A-VANCOUVER ST. COR LANTANA ST.QUEZON CITY
MYGHUAG015,505325601-8,33 SWN 58292,MSAN,MYG-026A,MYG,"MYG-026A, AURORA BLVD. COR. BOSTON ST. QUEZON CITY"
MYGHUAG031,,,MSAN,MYG092-A,MYG,"MYG092-A, CALDERON ST. COR LEE ST. MANDALUYONG CITY"
MYGHUAG051,505134001-6,33 BZN 38380,MSAN,MYG-154B,MYG,MYG-154B (E-CAB)-NEW YORK ST. COR. F. MANALO ST. QUEZON CITY
MYGHUAG035,499910201-7,33 OZN 08697,MSAN,MYG-186,MYG,"MYG-186, WACK WACK  ROAD FRT. WACK-WACK APARTMENT, MANDALUYONG CITY"
MYGHUAG012,501449301-3,33 GZN 90904,MSAN,MYG088B,MYG,"MYG088B, GUEVARRA COR. ARGONE MANDALUYONG CITY"
MYGHUAG024,502655501-8,33 UZN 10894,MSAN,MYG021B,MYG,"MYG021B, AURORA BLVD. COR.ARLE BLDG., SAN JUAN CITY"
MYGHUAG059,,,MSAN,MYG092-B,MYG,"MYG092-B, CALDERON ST. COR LEE ST. MANDALUYONG CITY"
MYGHUAG060,500846001-8,33 SWN 50163,MSAN,MYG091-B,MYG,"MYG091-B, ARAULLO ST. COR MABINI ST. MANDALUYONG CITY"
MYGHUAG057,,,MSAN,MYG168-A,MYG,"MYG168-A, P. GUEVARRA ST. COR O. ARELLANO ST. MANDALUYONG CITY"
MYGHUAG058,,,MSAN,MYG168-B,MYG,"MYG168-B, ARGONNE ST. COR P. GUEVARRA ST. SAN JUAN CITY"
MYGHUAG063,505970001-4,33 SZN 11878,MSAN,MYG029A,MYG,MYG029A_E. RODRIGUEZ AVE. COR MONTE DE PIEDAD ST. QUEZON CITY
MYGHUAG065,,,MSAN,MYG,MYG,"#409 SHAW BLVD., MANDALUYONG CITY"
MYGHUAG061,,,MSAN,MYG,MYG,ARAULLO ST. COR. P. BURGOS ST. MANDALUYONG CITY
MYGHUAG062,,,MSAN,MYG-019B,MYG,"MYG-019B, DONA JUANA RODRIGUEZ ST. COR. 3RD ST., QUEZON CITY"
PSGHUAG006,,,MSAN,,NPG,"SUMMERFIELD SUBD., TAMARIND ROAD COR MAHOGANY DRIVE, PASIG CITY"
PSGHUAG013,,,MSAN,NPGTYCD001,NPG,"NPGTYCD001 ALONG BRISTLECONE ST., PH 8 AREA 9, GREENWOODS EXECUTIVE VILLAGE, PASIG CITY"
PSGHUAG014,,,MSAN,NPGTYCD001,NPG,"NPGTYCD001 ALONG BRISTLECONE ST., PH 8 AREA 9, GREENWOODS EXECUTIVE VILLAGE, PASIG CITY"
PSGHUAG019-IPM,,,MSAN,,NPG,ALONG C11-A ROAD NR. SANDOVAL AVE. CENTENNIAL 2 SUBDVN. BRGY. NAGPAYONG PASIG CITY
PSGHUAG017,,,MSAN,,NPG,ALONG C11-A ROAD NR. SANDOVAL AVE. CENTENNIAL 2 SUBDVN. BRGY. NAGPAYONG PASIG CITY
PSGHUAG016,,,MSAN,NPGALCD004,NPG,"NPGALCD004/LEXINGTON GARDEN VILLAGE, ROAD LOT, BRGY. SAN JOAQUIN, PASIG CITY"
PSGHUAG018-IPM,,,MSAN,NPGALCD004,NPG,"NPGALCD004 / LEXINGTON GARDEN VILLAGE, BRGY. SAN JOAQUIN, PASIG CITY"
PSGHUAG024-IPM,,,MSAN,NPG-022b,NPG,"NPG-022B ALONG CONCHING ST., BRGY. BUTING PASIG CITY"
PSGHUAG032-IPM,,,MSAN,NPG 079a,NPG,"NPG 079A, FLORES ST, PATEROS"
PSGHUAG037,,,MSAN,NPG 024a,NPG,"NPG 024A, ROSAL ST., PATEROS"
PSGHUAG038,,,MSAN,,NPG,"MERCEDES EXECUTIVE VILLAGE, SAN ANDRES, CAINTA, RIZAL"
PSGHUAG027,,,MSAN,NPG 130,NPG,NPG 130(CAI3M)/CHRISTINE ROYALE SUBD. BRGY. SAN ANDRES CAINTA RIZAL
PSGHUAG030,,,MSAN,NPG,NPG,LANZONES COR. SANDOVAL AVE. VILLA CUANA II BRGY. NAGPAYONG PASIG CITY (SMS CABINET-NEW)
PSGHUAG031,,,MSAN,NPG,NPG,"SOMERSET PLACE,SUBDIVISION, MNGGAHAN, PASIG"
PSGHUAG039,,,MSAN,NPG,NPG,"CAMELLA CERRITOS EAST(NEW AREA), ALONG MERCEDEZ AVE., PASIG CITY"
PSGUTAG005,,,UTAG,PSGUTAG005,PSG,"ANDRES ST NR SENIOR CITIZEN CMPD ROSARIO, NFF1, CS"
PSGUTAG006,,,UTAG,PSGUTAG006,PSG,"F ANDRES ST CPD ROSARIO PASIG CITY, NFF1, CS"
PSGUTAG007,,,UTAG,PSGUTAG007,PSG,"INFRONT GARDEN ROYAL APARTMENT, NFF1, CS"
PSGUTAG008,479638101-3,33 TZN 11043,UTAG,PSGUTAG008,PSG,"VICTORINO COR VALDERAMA ST BAMBANG PASIG, NFF1, CS"
PSGUTAG009,479918601-8,33 HZN 85815,UTAG,PSGUTAG009,PSG,"FRT VILLA REGINA BAMBANG PASIG CITY, NFF1, CS"
PSGUTAG015,481755002-2,33 JSN 52291,UTAG,PSGUTAG015,PSG,"BERNAL ST  BGY  ROSARIO PASIG CITY, NFF1, CS"
PSGUTAG016,480912602-2,33 TZN 01937,UTAG,PSGUTAG016,PSG,"FRRER CMPD COR UVELASCO BRGY PNAGBUHATAN, NFF1, CS"
PSGUTAG017,,,UTAG,PSGUTAG017,PSG,FERER ST. PINAGBUHATAN
PSGUTAG038,,,UTAG,PSGUTAG038,PSG,"WEST BANK ROAD (BESIDE LAKAS BISIG OFFICE BLDG), BRGY. SAN ANDRES, CAINTA, RIZAL"
PSGUTAG039,,,UTAG,PSGUTAG039,PSG,"BGY. STA. ANA TAYTAY RIZAL, NFF1, CS"
PSGUTAG040,,,UTAG,PSGUTAG040,PSG,"WEST BANK ROAD (INFRONT OF COVERED COURT), BGY. SAN ANDRES, CAINTA, RIZAL"
PSGUTAG041,,,UTAG,PSGUTAG041,PSG,"WEST BANK ROAD (INFRONT OF COVERED COURT), BGY. SAN ANDRES, CAINTA, RIZAL"
PSGUTAG042,,,UTAG,NPG 127,PSG,"WEST BANK RD COR NICARAGUA ST BGY STA. ANA,NFF1,CS"
PSGUTAG044,,,UTAG,PSGUTAG044,PSG,"BGY PALINGON, BAGONG PAG-ASA, TAGUIG CITY"
PSGUTAG052,,,UTAG,PSGUTAG052,PSG,"HERMOSA COR. COVINA STS. MAHOGANY PLACE, NFF1, CS"
PSGUTAG063,,,UTAG,PSGUTAG063,PSG,"MILLENIUM PH2 NEAR BSKTBALL COURT MAYBUNGA,NFF1,CS"
MYGECIP001,,,ECI,DSL 024A,,"PUNTA TENAMENT, PUNTA STA. ANA, MANILA"
MYGECIP050,727762401-3,33 WZN 21335,ECI,DSN 151,,P. LOPEZ/DE LEON
MYGECIP045,731024501-8,33 CZN 69458,ECI,DSN 162,,MEDIUM RISE E. MAGALONA
MYGECIP052,725400201-8,33 PZN  77109,ECI,DSN 175,,AGLIPAY FRT. DIASTAR
MYGECIP054,,,ECI,DSN 198,,B. FRANCISCO COR. F. ORT.
R01.10@DSN067.DSLM01,727752001-4,33 SWN 54784,,DSN 067A,,F. ORTIGAS / HAGDAN BATO TOWNHOUSE
MYGECIP043,,,ECI,DSN 149A,,F. ORTIGAS FRT 477
MYGECIP051,,,ECI,DSN 150A,,P. LOPEZ/ T. BERNARDO
MYGECIP044,,,ECI,DSN 159A,,PAG-ASA/A LUNA
R01.06@DSN163/B.DSLM01,,,RAM,DSN 163/B,,"HAIG ST., LANDVILL SUBD.,"
MYGECIP046,733774501-8,0,ECI,DSN 172,,BLUMENTRITT FRT 165
MYGECIP053,727789001-2,33 GZN 12459,ECI,DSN 186B,,ABELLAS COMPOUND
R01.09@DSN197.DSLM01,724363401-7,33 WZN 36365,RAM,DSN 197,,ALONG P. CRUZ NEW ZANIGA MYG
MYGECIP047,,,ECI,DSN 200,,F. ORTIGAS FRT 610
MYGECIP049,,,ECI,DSN 207A,,"PANADEROS, FRT. PUREGOLD"
MYGECIP048,,,ECI,DSN 209A,,F. ROXAS ST.
R01.11@DSN217.DSLM01,,,RAM,DSN 217,,RD. 3 POSADAS ST. PUNTA
MYGECIP035,,,ECI,MYG 103,,ORTIGAS AVE. SAN JUAN
MYGECIP009,,,ECI,MYG 011A,,N. DOMINGO BESIDE 187C SAN JUAN METRO MANILA
MYGECIP034,,,ECI,MYG 012B,,ATTY A. MENDOZA ST. SAN JUAN
MYGECIP033,,,ECI,MYG 013A,,N. DOMINGO ST. SAN JUAN MUNICIPAL HALL QUEZON CITY
MYGECIP039,502118301-9,33 GZN 10117,ECI,MYG 014A,,SAN SOTERO ST. SAN JUAN
MYGECIP040,502058301-5,33 LZN 75177,ECI,MYG 015A,,SAN MANUEL ST. SAN JUAN
MYGECIP013,502090801-8,23 ASN 68568,ECI,MYG 016A,,ARANETA AVE. BESIDE FOOT BRIDGE GOING TO SM CENTERPOINT
MYGECIP003,,,ECI,MYG 016B,,"N. DOMINGO, SAN JUAN BRIDGE, BESIDE SM  STA. MESA CENTERPOINT"
MMYG_STPAUL8501,,,,MYG 018B,,"DLC-018-B, 4TH STREET NEAR GILMORE AVENUE QUEZON CITY"
MYGECIP032,,,ECI,MYG 173,,ORTIGAS AVE. SAN JUAN
MYGECIP031,,,ECI,MYG 174,,ORTIGAS AVE. SAN JUAN
MYGECIP030,,,ECI,MYG 177,,ORTIGAS AVE. SAN JUAN
MYGECIP029,,,ECI,MYG 178,,ORTIGAS AVE. SAN JUAN
MYGECIP011,,,ECI,MYG 187,,"ANNAPOLIS ST., MANDALUYONG"
MYGECIP012,,,ECI,MYG 191,,"ANNAPOLIS ST., MANDALUYONG"
MYGECIP055,,,ECI,MYG 192,,"ANNAPOLIS ST., MANDALUYONG"
MYGECIP016,,,ECI,MYG 020A,,ALONG AURORA BLVD. OPPOSITE LOURDES DRIVE
MYGECIP007,,,ECI,MYG 021A,,J. RUIZ CON SAN JUANER AURORA BLVD. BRGY SALAPAN
MYGECIP025,502665401-1,33 GZN 89384,ECI,MYG 022A,,J. RUIZ ST. SAN JUAN
R01.06@MYG024/1.MYGM04,505256001-3,33 SZN 37856,RAM,MYG 024/1,,ALONG BALETE DRIVE NEAR 3RD ST. BRGY. MARIANA NEW MLA.
MYGECIP004,,,ECI,MYG 025A,,MANGA ROAD CORNER AURORA BLVD. QUEZON CITY
R01.01@MYG026.MYGM02 & MYGECIP042,,,ECI & RAM,MYG 026,,BOSTON ST. FRONT 28 NEAR AURORA BLVD.
MYGECIP028,505890001-8,33 STN 56102,ECI,MYG 031A,,"SGT. CATOLOS ST.,  QUEZON CITY"
R01.02@MYG035.MYGM02,,,,MYG 035,,E. RODRIGUEZ AVE. COR.EGEA ST. Q. C.
MYGECIP041,,,CHICAGO ST. QUEZON CITY,MYG 036A,,
R01.01@MYG038A.MYGM03,511084501-2,33 SWN 43526,RAM,MYG 038A,,ALONG HEMADY AVE. NEAR 6TH ST. BRGY. MARIANA NEW MLA.
R01.12@MYG039-1.MYGM01,505274201-2,33 AZN 91305,RAM,MYG 039-1,,ALONG 6TH ST. NEAR BALETE DRIVE COR. 10TH ST. Q.C.
MYGECIP019,505231801-6,33 ESN 89968,ECI,MYG 041A,,BRGY. KRISTONG HARI ALONG HEMADY ST. COR. E. RODRIGUEZ AVE.
MYGECIP005,,,ECI,MYG 088,,P. GUEVARRA CORNER O. ARELLANO ADDITION HILLS MANDALUYONG CITY
MYGECIP008 & 'R01.10@MYG089-1.MYGM01,500841201-3,33 MZN 50603,ECI & RAM,MYG 089,,"ARAULLO COR. P. BURGOS ST., MANDALUYONG"
MYGECIP056,,,ECI,MYG 089B,,"ARAULLO COR. P.BURGOS ST., MANDALUYONG"
MYGECIP018,497448401-7,33 SPN 99147,ECI,MYG 090A,,GOMEZVILLE COR. GUERRERO ST. MYG>
MYGECIP022,500845901-4,33 CZN 36547,ECI,MYG 091A,,"A. MABINI COR. ARAULLO ST., MANDALUYONG"
,,,,MYG 092B,,"INSIDE MYG 185, AT POEA COMPOUND, EDSA MANDALUYONG CITY"
R01.11@MYG101-1.MYGM01,501182001-4,33 RZN 50379,RAM,MYG 101-1,,ALONG ROOSEVELT COR. XAVIER GREENHILLS WEST
R01.10@MYG102A.MYGM02,500959101-7,33 LZN 69729,RAM,MYG 102A,,ALONG ROOSEVELT COR. WILSON ST. GREENHILLS WEST
MYGECIP057,,,ECI,MYG 104A,,"EISENHOWER ST., SAN JUAN"
MYGECIP058,,,ECI,MYG 105A,,"EISENHOWER ST., SAN JUAN"
MYGECIP060 & 'R01.08@MYG107A.MYGM03,504618401-2,33 UZN 11153,ECI & RAM,MYG 107A,,"EISENHOWER ST., SAN JUAN"
R01.05@MYG108.MYGM02,504530001-7,33 LZN 05162,RAM,MYG 108,,ALONG ANNAPOLIS GREENHILLS SAN JUAN
MYGECIP038,504532401-9,33 RZN 92980,ECI,MYG 110A,,ANNAPOLIS ST. SAN JUAN
MSAN/ECI,,,ECI,MYG 124,,INSIDE STATE CENTER
R01.04@MYG130/1_STARMALL.MYGM04,,,RAM,MYG 130/1,,SHAW BLVD. FRONT OF STARMALL
MYGECIP021,,,ECI,MYG 130B,,STAR MALL  SHAW BLVD. CORNER EDSA AVE. MANDALUYONG
MYGECIP026,,,LAGMAY ST. QUEZON CITY,MYG 140B,,
MYGECIP014,502177201-5,33 OZN 48977,ECI,MYG 139B,,"(M. SALVADOR) J. BASA, INSIDE BRGY. HALL PREMISES ( BRGY. PEDRO CRUZ)"
R01.03@MYG143.MYGM02,502735301-7,33 CZN 50627,RAM,MYG 143,,ALONG # 123 H. LOZADA NEAR LEYVA ST. SAN JUAN
MYGECIP020,,,ECI,MYG 143B,,H. LOZADA ST. SAN JUAN
MYGECIP037,,,ECI,MYG 147A,,ARAYAT ST. QUEZON CITY
MYGECIP010,,,ECI,MYG 147B,,"ARAYAT ST., MANDALUYONG"
R01.09@MYG148AMYGM03,505753301-3,33 STN 26154,RAM,MYG 148A,,ALONG PINATUBO COR. MATULIN ST.
MYGECIP023,,,NEW YORK ST. QUEZON CITY,MYG 150A,,
MYGECIP024,505019701-4,33 JSN 64381,ECI,MYG 150B,,NEW YORK ST. QUEZON CITY
MYGECIP015,505020801-3,33 BZN 50636,ECI,MYG 156A,,ALONG E. RODRIGUEZ NEAR COR. J. JIMENEZ BESIDE UCPB CUBAO QUEZON CITY
R01.02@MYG157A.MYGM03,510999201-2,33 CZN 69755,RAM,MYG 157A,,#154 10TH ST. NEAR BALETE DRIVE BRGY. MARAIAN NEW MANILA Q.C.
MYGECIP006,,,ECI,MYG 158,,"ALONG HERMADY ST. BESIDE WOODSIDE HOMES KRISTONG HARI, QUEZON CITY"
R01.09@MYG158-2.MYGM01,,,Along  Hemady Ave.  beyond  E. Rodriguez Ave.,MYG 158-2,,
MYGECIP027,505048601-3,33 LZN 58344,ECI,MYG 160A,,"BALETE COR. E. RODRIGUEZ ST., QC"
R01.03@MYG168A.MYGM04,,,RAM,MYG 168A,,P. GUEVARRA COR. ARGONE ST.
MYGECIP036,,,ECI,MYG 168B,,P. GUEVARRA ST. SAN JUAN
R01.10@MYG174.MYGM03,,,RAM,MYG 174,,EQUITABLE PCI BANK NEAR ROSVELT G'HILLS SJ
R01.09@MYG186A-WACKRD.MYGM02,,,RAM,MYG 186A,,ALONG WACK-WACK ROAD
