DSLHUAG007,145579,2014-02-03,NULL
DSLHUAG024,145579,2014-02-03,NULL
DSLHUAG016,145579,2014-02-03,NULL
DSLHUAG030,145579,2014-02-03,NULL
DSLHUAG017,145579,2014-02-03,NULL
DSLHUAG028,145579,2014-02-03,NULL
DSLHUAG031,145579,2014-02-03,NULL
DSLHUAG025,145579,2014-02-03,NULL
DSLHUAG015,145579,2014-02-03,NULL
DSLHUAG020,145579,2014-02-03,NULL
DSLHUAG026,145579,2014-02-04,NULL
DSLHUAG038,145579,2014-02-04,NULL
DSLHUAG029,145579,2014-02-04,NULL
DSLHUAG022,145579,2014-02-04,NULL
DSLHUAG034,145579,2014-02-04,NULL
DSLHUAG036,145579,2014-02-04,NULL
DSLHUAG043,145579,2014-02-04,NULL
DSLHUAG027,145579,2014-02-04,NULL
DSLHUAG032,145579,2014-02-04,NULL
DSLHUAG035,145579,2014-02-04,NULL
DSLHUAG012,145579,2014-02-05,NULL
DSLHUAG011,145579,2014-02-05,NULL
DSLHUAG033,145579,2014-02-05,NULL
DSLHUAG010,145579,2014-02-05,NULL
DSLHUAG019,145579,2014-02-05,NULL
DSLHUAG048,145579,2014-02-05,NULL
DSLHUAG045,145579,2014-02-05,NULL
DSLHUAG046,145579,2014-02-05,NULL
DSLHUAG047,145579,2014-02-05,NULL
DSLHUAG014,145579,2014-02-05,NULL
DSLHUAG009,145579,2014-02-06,NULL
DSLHUAG049,145579,2014-02-06,NULL
DSLHUAG050,145579,2014-02-06,NULL
DSLHUAG051,145579,2014-02-06,NULL
,145579,2014-02-06,NULL
DSLHUAG044,145579,2014-02-06,NULL
DSLHUAG052,145579,2014-02-06,NULL
DSLHUAG037,145579,2014-02-06,NULL
DSLHUAG053,145579,2014-02-06,NULL
GNTUTAG044,145579,2014-02-06,NULL
GNTHUAG004,145579,2014-02-07,NULL
GNTHUAG003,145579,2014-02-07,NULL
GNTHUAG002,145579,2014-02-07,NULL
MYGUTAG018,145579,2014-02-07,NULL
MYGUTAG020,145579,2014-02-07,NULL
MYGUTAG021,145579,2014-02-07,NULL
MYGUTAG022,145579,2014-02-07,NULL
MYGUTAG023,145579,2014-02-07,NULL
MYGUTAG024,145579,2014-02-07,NULL
MYGUTAG025,145579,2014-02-07,NULL
MYGUTAG026,145579,2014-02-10,NULL
MYGUTAG033,145579,2014-02-10,NULL
MYGUTAG034,145579,2014-02-10,NULL
MYGUTAG035,145579,2014-02-10,NULL
MYGUTAG036,145579,2014-02-10,NULL
MYGUTAG037,145579,2014-02-10,NULL
MYGUTAG039,145579,2014-02-10,NULL
MYGUTAG044,145579,2014-02-10,NULL
MYGUTAG045,145579,2014-02-10,NULL
MYGUTAG046,145579,2014-02-10,NULL
CBOUTAG004,145579,2014-02-11,NULL
CBOUTAG005,145579,2014-02-11,NULL
CBOUTAG063,145579,2014-02-11,NULL
CBOUTAG066,145579,2014-02-11,NULL
MYGHUAG011,145579,2014-02-11,NULL
MYGHUAG033,145579,2014-02-11,NULL
MYGHUAG019,145579,2014-02-11,NULL
MYGHUAG018,145579,2014-02-11,NULL
MYGHUAG013,145579,2014-02-11,NULL
MYGHUAG023,145579,2014-02-11,NULL
MYGHUAG028,145579,2014-02-12,NULL
MYGHUAG021,145579,2014-02-12,NULL
MYGHUAG046,145579,2014-02-12,NULL
MYGHUAG027,145579,2014-02-12,NULL
MYGHUAG048,145579,2014-02-12,NULL
MYGHUAG050,145579,2014-02-12,NULL
MYGHUAG045,145579,2014-02-12,NULL
MYGHUAG017,145579,2014-02-12,NULL
MYGHUAG043,145579,2014-02-12,NULL
MYGHUAG040,145579,2014-02-12,NULL
MYGHUAG037,145579,2014-02-13,NULL
MYGHUAG032,145579,2014-02-13,NULL
MYGHUAG049,145579,2014-02-13,NULL
MYGHUAG036,145579,2014-02-13,NULL
MYGHUAG010,145579,2014-02-13,NULL
MYGHUAG015,145579,2014-02-13,NULL
MYGHUAG031,145579,2014-02-13,NULL
MYGHUAG051,145579,2014-02-13,NULL
MYGHUAG035,145579,2014-02-13,NULL
MYGHUAG012,145579,2014-02-13,NULL
MYGHUAG024,145579,2014-02-14,NULL
MYGHUAG059,145579,2014-02-14,NULL
MYGHUAG060,145579,2014-02-14,NULL
MYGHUAG057,145579,2014-02-14,NULL
MYGHUAG058,145579,2014-02-14,NULL
MYGHUAG063,145579,2014-02-14,NULL
MYGHUAG065,145579,2014-02-14,NULL
MYGHUAG061,145579,2014-02-14,NULL
MYGHUAG062,145579,2014-02-14,NULL
PSGHUAG006,145579,2014-02-14,NULL
PSGHUAG013,145579,2014-02-17,NULL
PSGHUAG014,145579,2014-02-17,NULL
PSGHUAG019-IPM,145579,2014-02-17,NULL
PSGHUAG017,145579,2014-02-17,NULL
PSGHUAG016,145579,2014-02-17,NULL
PSGHUAG018-IPM,145579,2014-02-17,NULL
PSGHUAG024-IPM,145579,2014-02-17,NULL
PSGHUAG032-IPM,145579,2014-02-17,NULL
PSGHUAG037,145579,2014-02-17,NULL
PSGHUAG038,145579,2014-02-17,NULL
PSGHUAG027,145579,2014-02-18,NULL
